PF08772.9	NOB1_Zn_bind	Nin one binding (NOB1) Zn-ribbon like
PF08773.9	CathepsinC_exc	Cathepsin C exclusion domain
PF08774.9	VRR_NUC	VRR-NUC domain
PF08775.8	ParB	ParB family
PF08776.9	VASP_tetra	VASP tetramerisation domain
PF08777.9	RRM_3	RNA binding motif
PF08778.8	HIF-1a_CTAD	HIF-1 alpha C terminal transactivation domain
PF08779.8	SARS_X4	SARS coronavirus X4 like
PF08780.9	NTase_sub_bind	Nucleotidyltransferase substrate binding protein like
PF08781.8	DP	Transcription factor DP
PF08782.8	c-SKI_SMAD_bind	c-SKI Smad4 binding domain
PF08783.9	DWNN	DWNN domain
PF08784.9	RPA_C	Replication protein A C terminal
PF08785.9	Ku_PK_bind	Ku C terminal domain like
PF08786.9	DUF1795	Domain of unknown function (DUF1795)
PF08787.9	Alginate_lyase2	Alginate lyase
PF08788.9	NHR2	NHR2 domain like
PF08789.8	PBCV_basic_adap	PBCV-specific basic adaptor domain
PF08790.9	zf-LYAR	LYAR-type C2HC zinc finger
PF08792.8	A2L_zn_ribbon	A2L zinc ribbon domain
PF08793.8	2C_adapt	2-cysteine adaptor domain
PF08794.8	Lipoprot_C	Lipoprotein GNA1870 C terminal like
PF08795.8	DUF1796	Putative papain-like cysteine peptidase (DUF1796)
PF08796.8	DUF1797	Protein of unknown function (DUF1797)
PF08797.9	HIRAN	HIRAN domain
PF08798.9	CRISPR_assoc	CRISPR associated protein
PF08799.9	PRP4	pre-mRNA processing factor 4 (PRP4) like
PF08800.8	VirE_N	VirE N-terminal domain
PF08801.9	Nucleoporin_N	Nup133 N terminal like
PF08802.8	CytB6-F_Fe-S	Cytochrome B6-F complex Fe-S subunit
PF08803.9	ydhR	Putative mono-oxygenase ydhR
PF08804.8	gp32	gp32 DNA binding protein like
PF08805.9	PilS	PilS N terminal
PF08806.9	Sep15_SelM	Sep15/SelM redox domain
PF08807.8	DUF1798	Bacterial domain of unknown function (DUF1798)
PF08808.9	RES	RES domain
PF08809.9	DUF1799	Phage related hypothetical protein (DUF1799)
PF08810.8	KapB	Kinase associated protein B
PF08811.9	DUF1800	Protein of unknown function (DUF1800)
PF08812.9	YtxC	YtxC-like family
PF08813.9	Phage_tail_3	Phage tail tube protein, TTP
PF08814.8	XisH	XisH protein
PF08815.8	Nuc_rec_co-act	Nuclear receptor coactivator
PF08816.9	Ivy	Inhibitor of vertebrate lysozyme (Ivy)
PF08817.8	YukD	WXG100 protein secretion system (Wss), protein YukD
PF08818.9	DUF1801	Domain of unknown function (DU1801)
PF08819.9	DUF1802	Domain of unknown function (DUF1802)
PF08820.8	DUF1803	Domain of unknown function (DUF1803)
PF08821.9	CGGC	CGGC domain
PF08822.9	DUF1804	Protein of unknown function (DUF1804)
PF08823.9	PG_binding_2	Putative peptidoglycan binding domain
PF08824.8	Serine_rich	Serine rich protein interaction domain
PF08825.8	E2_bind	E2 binding domain
PF08826.8	DMPK_coil	DMPK coiled coil domain like
PF08827.9	DUF1805	Domain of unknown function (DUF1805)
PF08828.8	DSX_dimer	Doublesex dimerisation domain
PF08829.8	AlphaC_N	Alpha C protein N terminal
PF08830.8	DUF1806	Protein of unknown function (DUF1806)
PF08831.8	MHCassoc_trimer	Class II MHC-associated invariant chain trimerisation domain
PF08832.8	SRC-1	Steroid receptor coactivator
PF08833.8	Axin_b-cat_bind	Axin beta-catenin binding domain
PF08837.9	DUF1810	Protein of unknown function (DUF1810)
PF08838.8	DUF1811	Protein of unknown function (DUF1811)
PF08839.9	CDT1	DNA replication factor CDT1 like
PF08840.9	BAAT_C	BAAT / Acyl-CoA thioester hydrolase C terminal
PF08841.8	DDR	Diol dehydratase reactivase ATPase-like domain
PF08842.8	Mfa2	Fimbrillin-A associated anchor proteins Mfa1 and Mfa2
PF08843.9	AbiEii	Nucleotidyl transferase AbiEii toxin, Type IV TA system
PF08844.8	DUF1815	Domain of unknown function (DUF1815)
PF08845.8	SymE_toxin	Toxin SymE, type I toxin-antitoxin system
PF08846.8	DUF1816	Domain of unknown function (DUF1816)
PF08847.9	DUF1817	Domain of unknown function (DUF1817)
PF08848.9	DUF1818	Domain of unknown function (DUF1818)
PF08849.9	DUF1819	Putative inner membrane protein (DUF1819)
PF08850.9	DUF1820	Domain of unknown function (DUF1820)
PF08852.9	DUF1822	Protein of unknown function (DUF1822)
PF08853.9	DUF1823	Domain of unknown function (DUF1823)
PF08854.8	DUF1824	Domain of unknown function (DUF1824)
PF08855.8	DUF1825	Domain of unknown function (DUF1825)
PF08856.9	DUF1826	Protein of unknown function (DUF1826)
PF08857.9	ParBc_2	Putative ParB-like nuclease
PF08858.8	IDEAL	IDEAL domain
PF08859.9	DGC	DGC domain
PF08860.8	DUF1827	Domain of unknown function (DUF1827)
PF08861.8	DUF1828	Domain of unknown function DUF1828
PF08862.8	DUF1829	Domain of unknown function DUF1829
PF08863.8	YolD	YolD-like protein
PF08864.8	UPF0302	UPF0302 domain
PF08865.9	DUF1830	Domain of unknown function (DUF1830)
PF08866.8	DUF1831	Putative amino acid metabolism
PF08867.9	FRG	FRG domain
PF08868.8	YugN	YugN-like family
PF08869.9	XisI	XisI protein
PF08870.9	DUF1832	Domain of unknown function (DUF1832)
PF08872.8	KGK	KGK domain
PF08873.9	DUF1834	Domain of unknown function (DUF1834)
PF08874.8	DUF1835	Domain of unknown function (DUF1835)
PF08875.9	DUF1833	Domain of unknown function (DUF1833)
PF08876.9	DUF1836	Domain of unknown function (DUF1836)
PF08877.8	MepB	MepB protein
PF08878.9	DUF1837	Domain of unknown function (DUF1837)
PF08879.8	WRC	WRC
PF08880.9	QLQ	QLQ
PF08881.8	CVNH	CVNH domain
PF08882.9	Acetone_carb_G	Acetone carboxylase gamma subunit
PF08883.9	DOPA_dioxygen	Dopa 4,5-dioxygenase family
PF08884.9	Flagellin_D3	Flagellin D3 domain
PF08885.9	GSCFA	GSCFA family
PF08886.9	GshA	Glutamate-cysteine ligase
PF08887.9	GAD-like	GAD-like domain
PF08888.9	HopJ	HopJ type III effector protein
PF08889.9	WbqC	WbqC-like protein family
PF08890.9	Phage_TAC_5	Phage XkdN-like tail assembly chaperone protein, TAC
PF08891.9	YfcL	YfcL protein
PF08892.9	YqcI_YcgG	YqcI/YcgG family
PF08893.8	DUF1839	Domain of unknown function (DUF1839)
PF08894.9	DUF1838	Protein of unknown function (DUF1838)
PF08895.9	DUF1840	Domain of unknown function (DUF1840)
PF08896.8	DUF1842	Domain of unknown function (DUF1842)
PF08897.9	DUF1841	Domain of unknown function (DUF1841)
PF08898.8	DUF1843	Domain of unknown function (DUF1843)
PF08899.9	DUF1844	Domain of unknown function (DUF1844)
PF08900.9	DUF1845	Domain of unknown function (DUF1845)
PF08901.9	DUF1847	Protein of unknown function (DUF1847)
PF08902.9	DUF1848	Domain of unknown function (DUF1848)
PF08903.9	DUF1846	Domain of unknown function (DUF1846)
PF08904.9	DUF1849	Domain of unknown function (DUF1849)
PF08905.9	DUF1850	Domain of unknown function (DUF1850)
PF08906.9	DUF1851	Domain of unknown function (DUF1851)
PF08907.9	DUF1853	Domain of unknown function (DUF1853)
PF08908.9	DUF1852	Domain of unknown function (DUF1852)
PF08909.9	DUF1854	Domain of unknown function (DUF1854)
PF08910.8	Aida_N	Aida N-terminus
PF08911.9	NUP50	NUP50 (Nucleoporin 50 kDa)
PF08912.9	Rho_Binding	Rho Binding
PF08913.8	VBS	Vinculin Binding Site
PF08914.9	Myb_DNA-bind_2	Rap1 Myb domain
PF08915.9	tRNA-Thr_ED	Archaea-specific editing domain of threonyl-tRNA synthetase
PF08916.9	Phe_ZIP	Phenylalanine zipper
PF08917.8	ecTbetaR2	Transforming growth factor beta receptor 2 ectodomain
PF08918.8	PhoQ_Sensor	PhoQ Sensor
PF08919.8	F_actin_bind	F-actin binding
PF08920.8	SF3b1	Splicing factor 3B subunit 1
PF08921.9	DUF1904	Domain of unknown function (DUF1904)
PF08922.9	DUF1905	Domain of unknown function (DUF1905)
PF08923.8	MAPKK1_Int	Mitogen-activated protein kinase kinase 1 interacting
PF08924.9	DUF1906	Domain of unknown function (DUF1906)
PF08925.9	DUF1907	Domain of Unknown Function (DUF1907)
PF08926.9	DUF1908	Domain of unknown function (DUF1908)
PF08928.8	DUF1910	Domain of unknown function (DUF1910)
PF08929.8	DUF1911	Domain of unknown function (DUF1911)
PF08930.8	DUF1912	Domain of unknown function (DUF1912)
PF08931.8	Caudo_bapla_RBP	Receptor-binding protein of phage tail base-plate Siphoviridae, head
PF08933.9	DUF1864	Domain of unknown function (DUF1864)
PF08934.8	Rb_C	Rb C-terminal domain
PF08935.8	VP4_2	Viral protein VP4 subunit
PF08936.8	CsoSCA	Carboxysome Shell Carbonic Anhydrase
PF08937.9	DUF1863	MTH538 TIR-like domain (DUF1863)
PF08938.8	HBS1_N	HBS1 N-terminus
PF08939.8	DUF1917	Domain of unknown function (DUF1917)
PF08940.9	DUF1918	Domain of unknown function (DUF1918)
PF08941.8	USP8_interact	USP8 interacting
PF08942.8	DUF1919	Domain of unknown function (DUF1919)
PF08943.8	CsiD	CsiD
PF08944.9	p47_phox_C	NADPH oxidase subunit p47Phox, C terminal domain
PF08945.8	Bclx_interact	Bcl-x interacting, BH3 domain
PF08946.8	Osmo_CC	Osmosensory transporter coiled coil
PF08947.8	BPS	BPS (Between PH and SH2)
PF08948.8	DUF1859	Domain of unknown function (DUF1859)
PF08949.8	DUF1860	Domain of unknown function (DUF1860)
PF08950.8	DUF1861	Protein of unknown function (DUF1861)
PF08951.8	EntA_Immun	Enterocin A Immunity
PF08952.9	DUF1866	Domain of unknown function (DUF1866)
PF08953.9	DUF1899	Domain of unknown function (DUF1899)
PF08954.9	Trimer_CC	Trimerisation motif
PF08955.8	BofC_C	BofC C-terminal domain
PF08956.8	DUF1869	Domain of unknown function (DUF1869)
PF08958.8	DUF1871	Domain of unknown function (DUF1871)
PF08960.8	DUF1874	Domain of unknown function (DUF1874)
PF08961.8	NRBF2	Nuclear receptor-binding factor 2, autophagy regulator
PF08962.9	DUF1876	Domain of unknown function (DUF1876)
PF08963.8	DUF1878	Protein of unknown function (DUF1878)
PF08964.8	Crystall_3	Beta/Gamma crystallin
PF08965.8	DUF1870	Domain of unknown function (DUF1870)
PF08966.9	DUF1882	Domain of unknown function (DUF1882)
PF08967.8	DUF1884	Domain of unknown function (DUF1884)
PF08968.8	DUF1885	Domain of unknown function (DUF1885)
PF08969.9	USP8_dimer	USP8 dimerisation domain
PF08970.8	Sda	Sporulation inhibitor A
PF08971.9	GlgS	Glycogen synthesis protein
PF08972.9	DUF1902	Domain of unknown function (DUF1902)
PF08973.8	TM1506	Domain of unknown function (DUF1893)
PF08974.8	DUF1877	Domain of unknown function (DUF1877)
PF08975.8	2H-phosphodiest	Domain of unknown function (DUF1868)
PF08976.9	EF-hand_11	EF-hand domain
PF08977.8	BOFC_N	Bypass of Forespore C, N terminal
PF08978.8	Reoviridae_Vp9	Reoviridae VP9
PF08979.9	DUF1894	Domain of unknown function (DUF1894)
PF08980.8	DUF1883	Domain of unknown function (DUF1883)
PF08982.9	DUF1857	Domain of unknown function (DUF1857)
PF08983.8	DUF1856	Domain of unknown function (DUF1856)
PF08984.9	DUF1858	Domain of unknown function (DUF1858)
PF08985.9	DP-EP	DP-EP family
PF08986.8	DUF1889	Domain of unknown function (DUF1889)
PF08987.8	DUF1892	Protein of unknown function (DUF1892)
PF08988.8	T3SS_needle_E	Type III secretion system, cytoplasmic E component of needle
PF08989.8	DUF1896	Domain of unknown function (DUF1896)
PF08990.9	Docking	Erythronolide synthase docking
PF08991.8	MTCP1	Mature-T-Cell Proliferation I type
PF08992.9	QH-AmDH_gamma	Quinohemoprotein amine dehydrogenase, gamma subunit
PF08993.8	T4_Gp59_N	T4 gene Gp59 loader of gp41 DNA helicase
PF08994.8	T4_Gp59_C	T4 gene Gp59 loader of gp41 DNA helicase C-term
PF08995.8	NIP_1	Necrosis inducing protein-1
PF08996.8	zf-DNA_Pol	DNA Polymerase alpha zinc finger
PF08997.8	UCR_6-4kD	Ubiquinol-cytochrome C reductase complex, 6.4kD protein
PF08998.9	Epsilon_antitox	Bacterial epsilon antitoxin
PF08999.8	SP_C-Propep	Surfactant protein C, N terminal propeptide
PF09000.8	Cytotoxic	Cytotoxic
PF09001.9	DUF1890	Domain of unknown function (DUF1890)
PF09002.9	DUF1887	Domain of unknown function (DUF1887)
PF09003.8	Phage_integ_N	Bacteriophage lambda integrase, N-terminal domain
PF09004.8	DUF1891	Domain of unknown function (DUF1891)
PF09005.8	DUF1897	Domain of unknown function (DUF1897)
PF09006.9	Surfac_D-trimer	Lung surfactant protein D coiled-coil trimerisation
PF09007.9	EBP50_C	EBP50, C-terminal
PF09008.8	Head_binding	Head binding
PF09009.8	Exotox-A_cataly	Exotoxin A catalytic
PF09010.8	AsiA	Anti-Sigma Factor A
PF09011.8	HMG_box_2	HMG-box domain
PF09012.8	FeoC	FeoC like transcriptional regulator
PF09013.8	YopH_N	YopH, N-terminal
PF09014.8	Sushi_2	Beta-2-glycoprotein-1 fifth domain
PF09015.8	NgoMIV_restric	NgoMIV restriction enzyme
PF09016.8	Pas_Saposin	Pas factor saposin fold
PF09017.8	Transglut_prok	Microbial transglutaminase
PF09018.9	Phage_Capsid_P3	P3 major capsid protein
PF09019.9	EcoRII-C	EcoRII C terminal
PF09020.8	YopE_N	YopE, N terminal
PF09021.9	HutP	HutP
PF09022.8	Staphostatin_A	Staphostatin A
PF09023.8	Staphostatin_B	Staphostatin B
PF09025.8	T3SS_needle_reg	YopR, type III needle-polymerisation regulator
PF09026.8	CENP-B_dimeris	Centromere protein B dimerisation domain
PF09027.8	GTPase_binding	GTPase binding
PF09028.8	Mac-1	Mac 1
PF09029.8	Preseq_ALAS	5-aminolevulinate synthase presequence
PF09030.8	Creb_binding	Creb binding
PF09032.9	Siah-Interact_N	Siah interacting protein, N terminal
PF09033.8	DFF-C	DNA Fragmentation factor 45kDa, C terminal domain
PF09034.8	TRADD_N	TRADD, N-terminal domain
PF09035.8	Tn916-Xis	Excisionase from transposon Tn916
PF09036.8	Bcr-Abl_Oligo	Bcr-Abl oncoprotein oligomerisation domain
PF09037.8	Sulphotransf	Stf0 sulphotransferase
PF09038.8	53-BP1_Tudor	Tumour suppressor p53-binding protein-1 Tudor
PF09039.9	HTH_Tnp_Mu_2	Mu DNA binding, I gamma subdomain
PF09040.9	H-K_ATPase_N	Gastric H+/K+-ATPase, N terminal domain
PF09041.8	Aurora-A_bind	Aurora-A binding
PF09042.9	Titin_Z	Titin Z
PF09043.9	Lys-AminoMut_A	D-Lysine 5,6-aminomutase TIM-barrel domain of alpha subunit
PF09044.8	Kp4	Kp4
PF09045.8	L27_2	L27_2
PF09046.8	AvrPtoB-E3_ubiq	AvrPtoB E3 ubiquitin ligase
PF09047.8	MEF2_binding	MEF2 binding
PF09048.8	Cro	Cro
PF09049.8	SNN_transmemb	Stannin transmembrane
PF09050.8	SNN_linker	Stannin unstructured linker
PF09051.8	SNN_cytoplasm	Stannin cytoplasmic
PF09052.8	SipA	Salmonella invasion protein A
PF09053.8	CagZ	CagZ
PF09055.9	Sod_Ni	Nickel-containing superoxide dismutase
PF09056.9	Phospholip_A2_3	Prokaryotic phospholipase A2
PF09057.8	Smac_DIABLO	Second Mitochondria-derived Activator of Caspases
PF09058.8	L27_1	L27_1
PF09059.8	TyeA	TyeA
PF09060.8	L27_N	L27_N
PF09061.4	Stirrup	Stirrup
PF09062.8	Endonuc_subdom	PI-PfuI Endonuclease subdomain
PF09063.8	Phage_coat	Phage PP7 coat protein
PF09064.8	Tme5_EGF_like	Thrombomodulin like fifth domain, EGF-like
PF09065.8	Haemadin	Haemadin
PF09066.8	B2-adapt-app_C	Beta2-adaptin appendage, C-terminal sub-domain
PF09067.8	EpoR_lig-bind	Erythropoietin receptor, ligand binding
PF09068.9	EF-hand_2	EF hand
PF09069.9	EF-hand_3	EF-hand
PF09070.9	PFU	PFU (PLAA family ubiquitin binding)
PF09071.8	Alpha-amyl_C	Alpha-amylase, C terminal
PF09072.8	TMA7	Translation machinery associated TMA7
PF09073.8	BUD22	BUD22
PF09074.8	Mer2	Mer2
PF09075.8	STb_secrete	Heat-stable enterotoxin B, secretory
PF09076.8	Crystall_2	Beta/Gamma crystallin
PF09077.9	Phage-MuB_C	Mu B transposition protein, C terminal
PF09078.9	CheY-binding	CheY binding
PF09079.9	Cdc6_C	CDC6, C terminal winged helix domain
PF09080.8	K-cyclin_vir_C	K cyclin, C terminal
PF09081.8	DUF1921	Domain of unknown function (DUF1921)
PF09082.8	DUF1922	Domain of unknown function (DUF1922)
PF09083.8	DUF1923	Domain of unknown function (DUF1923)
PF09084.9	NMT1	NMT1/THI5 like
PF09085.8	Adhes-Ig_like	Adhesion molecule, immunoglobulin-like
PF09086.9	DUF1924	Domain of unknown function (DUF1924)
PF09087.9	Cyc-maltodext_N	Cyclomaltodextrinase, N-terminal
PF09088.9	MIF4G_like	MIF4G like
PF09089.8	gp12-short_mid	Phage short tail fibre protein gp12, middle domain
PF09090.9	MIF4G_like_2	MIF4G like
PF09092.9	Lyase_N	Lyase, N terminal
PF09093.9	Lyase_catalyt	Lyase, catalytic
PF09094.9	DUF1925	Domain of unknown function (DUF1925)
PF09095.9	DUF1926	Domain of unknown function (DUF1926)
PF09096.8	Phage-tail_2	Baseplate structural protein, domain 2
PF09097.8	Phage-tail_1	Baseplate structural protein, domain 1
PF09098.8	Dehyd-heme_bind	Quinohemoprotein amine dehydrogenase A, alpha subunit, haem binding
PF09099.8	Qn_am_d_aIII	Quinohemoprotein amine dehydrogenase, alpha subunit domain III
PF09100.8	Qn_am_d_aIV	Quinohemoprotein amine dehydrogenase, alpha subunit domain IV
PF09101.8	Exotox-A_bind	Exotoxin A binding
PF09102.8	Exotox-A_target	Exotoxin A, targeting
PF09103.8	BRCA-2_OB1	BRCA2, oligonucleotide/oligosaccharide-binding, domain 1
PF09104.8	BRCA-2_OB3	BRCA2, oligonucleotide/oligosaccharide-binding, domain 3
PF09105.8	SelB-wing_1	Elongation factor SelB, winged helix
PF09106.9	SelB-wing_2	Elongation factor SelB, winged helix
PF09107.9	SelB-wing_3	Elongation factor SelB, winged helix
PF09108.8	Xol-1_N	Switch protein XOL-1, N-terminal
PF09109.8	Xol-1_GHMP-like	Switch protein XOL-1, GHMP-like
PF09110.9	HAND	HAND
PF09111.8	SLIDE	SLIDE
PF09112.8	N-glycanase_N	Peptide-N-glycosidase F, N terminal
PF09113.8	N-glycanase_C	Peptide-N-glycosidase F, C terminal
PF09114.8	MotA_activ	Transcription factor MotA, activation domain
PF09115.8	DNApol3-delta_C	DNA polymerase III, delta subunit, C terminal
PF09116.8	gp45-slide_C	gp45 sliding clamp, C terminal
PF09117.8	MiAMP1	MiAMP1
PF09118.9	DUF1929	Domain of unknown function (DUF1929)
PF09119.8	SicP-binding	SicP binding
PF09121.8	Tower	Tower
PF09122.8	DUF1930	Domain of unknown function (DUF1930)
PF09123.9	DUF1931	Domain of unknown function (DUF1931)
PF09124.8	Endonuc-dimeris	T4 recombination endonuclease VII, dimerisation
PF09125.8	COX2-transmemb	Cytochrome C oxidase subunit II, transmembrane
PF09126.8	NaeI	Restriction endonuclease NaeI
PF09127.9	Leuk-A4-hydro_C	Leukotriene A4 hydrolase, C-terminal
PF09128.9	RGS-like	Regulator of G protein signalling-like domain
PF09129.9	Chol_subst-bind	Cholesterol oxidase, substrate-binding
PF09130.9	DUF1932	Domain of unknown function (DUF1932)
PF09131.8	Endotoxin_mid	Bacillus thuringiensis delta-Endotoxin, middle domain
PF09132.8	BmKX	BmKX
PF09133.8	SANTA	SANTA (SANT Associated)
PF09134.8	Invasin_D3	Invasin, domain 3
PF09135.9	Alb1	Alb1
PF09136.8	Glucodextran_B	Glucodextranase, domain B
PF09137.9	Glucodextran_N	Glucodextranase, domain N
PF09138.9	Urm1	Urm1 (Ubiquitin related modifier)
PF09139.9	Mmp37	Mitochondrial matrix Mmp37
PF09140.9	MipZ	ATPase MipZ
PF09141.8	Talin_middle	Talin, middle domain
PF09142.9	TruB_C	tRNA Pseudouridine synthase II, C terminal
PF09143.8	AvrPphF-ORF-2	AvrPphF-ORF-2
PF09144.8	YpM	Yersinia pseudo-tuberculosis mitogen
PF09145.8	Ubiq-assoc	Ubiquitin-associated
PF09147.8	DUF1933	Domain of unknown function (DUF1933)
PF09148.8	DUF1934	Domain of unknown function (DUF1934)
PF09149.8	DUF1935	Domain of unknown function (DUF1935)
PF09150.8	Carot_N	Orange carotenoid protein, N-terminal
PF09151.8	DUF1936	Domain of unknown function (DUF1936)
PF09152.8	DUF1937	Domain of unknown function (DUF1937)
PF09153.8	DUF1938	Domain of unknown function (DUF1938)
PF09154.8	DUF1939	Domain of unknown function (DUF1939)
PF09155.8	DUF1940	Domain of unknown function (DUF1940)
PF09156.8	Anthrax-tox_M	Anthrax toxin lethal factor, middle domain
PF09157.9	TruB-C_2	Pseudouridine synthase II TruB, C-terminal
PF09158.8	MotCF	Bacteriophage T4 MotA, C-terminal
PF09159.8	Ydc2-catalyt	Mitochondrial resolvase Ydc2 / RNA splicing MRS1
PF09160.8	FimH_man-bind	FimH, mannose binding
PF09162.8	Tap-RNA_bind	Tap, RNA-binding
PF09163.9	Form-deh_trans	Formate dehydrogenase N, transmembrane
PF09164.8	VitD-bind_III	Vitamin D binding protein, domain III
PF09165.8	Ubiq-Cytc-red_N	Ubiquinol-cytochrome c reductase 8 kDa, N-terminal
PF09166.8	Biliv-reduc_cat	Biliverdin reductase, catalytic
PF09167.9	DUF1942	Domain of unknown function (DUF1942)
PF09168.8	PepX_N	X-Prolyl dipeptidyl aminopeptidase PepX, N-terminal
PF09169.8	BRCA-2_helical	BRCA2, helical
PF09170.8	STN1_2	CST, Suppressor of cdc thirteen homolog, complex subunit STN1
PF09171.8	AGOG	N-glycosylase/DNA lyase
PF09172.9	DUF1943	Domain of unknown function (DUF1943)
PF09173.9	eIF2_C	Initiation factor eIF2 gamma, C terminal
PF09174.8	Maf1	Maf1 regulator
PF09175.8	DUF1944	Domain of unknown function (DUF1944)
PF09176.9	Mpt_N	Methylene-tetrahydromethanopterin dehydrogenase, N-terminal
PF09177.9	Syntaxin-6_N	Syntaxin 6, N-terminal
PF09178.8	DUF1945	Domain of unknown function (DUF1945)
PF09179.9	TilS	TilS substrate binding domain
PF09180.9	ProRS-C_1	Prolyl-tRNA synthetase, C-terminal
PF09181.8	ProRS-C_2	Prolyl-tRNA synthetase, C-terminal
PF09182.8	PuR_N	Bacterial purine repressor, N-terminal
PF09183.8	DUF1947	Domain of unknown function (DUF1947)
PF09184.9	PPP4R2	PPP4R2
PF09185.8	DUF1948	Domain of unknown function (DUF1948)
PF09186.9	DUF1949	Domain of unknown function (DUF1949)
PF09187.8	DUF1950	Domain of unknown function(DUF1950)
PF09188.8	DUF1951	Domain of unknown function (DUF1951)
PF09189.8	DUF1952	Domain of unknown function (DUF1952)
PF09190.9	DALR_2	DALR domain
PF09191.8	CD4-extracel	CD4, extracellular
PF09192.8	Act-Frag_cataly	Actin-fragmin kinase, catalytic
PF09193.8	CholecysA-Rec_N	Cholecystokinin A receptor, N-terminal
PF09194.8	Endonuc-BsobI	Restriction endonuclease BsobI
PF09195.9	Endonuc-BglII	Restriction endonuclease BglII
PF09196.8	DUF1953	Domain of unknown function (DUF1953)
PF09197.8	Rap1-DNA-bind	Rap1, DNA-binding
PF09198.8	T4-Gluco-transf	Bacteriophage T4 beta-glucosyltransferase
PF09199.8	SSL_OB	Staphylococcal superantigen-like OB-fold domain
PF09200.8	Monellin	Monellin
PF09201.8	SRX	SRX, signal recognition particle receptor alpha subunit
PF09202.9	Rio2_N	Rio2, N-terminal
PF09203.9	MspA	MspA
PF09204.8	Colicin_immun	Bacterial self-protective colicin-like immunity
PF09205.8	DUF1955	Domain of unknown function (DUF1955)
PF09206.9	ArabFuran-catal	Alpha-L-arabinofuranosidase B, catalytic
PF09207.9	Yeast-kill-tox	Yeast killer toxin
PF09208.8	Endonuc-MspI	Restriction endonuclease MspI
PF09209.9	DUF1956	Domain of unknown function (DUF1956)
PF09210.9	DUF1957	Domain of unknown function (DUF1957)
PF09211.8	DUF1958	Domain of unknown function (DUF1958)
PF09212.8	CBM27	Carbohydrate binding module 27
PF09213.8	M3	M3
PF09214.9	Prd1-P2	Bacteriophage Prd1, adsorption protein P2
PF09215.8	Phage-Gp8	Bacteriophage T4, Gp8
PF09216.8	Pfg27	Pfg27
PF09217.8	EcoRII-N	Restriction endonuclease EcoRII, N-terminal
PF09218.8	DUF1959	Domain of unknown function (DUF1959)
PF09220.8	LA-virus_coat	L-A virus, major coat protein
PF09221.8	Bacteriocin_IId	Bacteriocin class IId cyclical uberolysin-like
PF09222.8	Fim-adh_lectin	Fimbrial adhesin F17-AG, lectin domain
PF09223.9	ZinT	ZinT (YodA) periplasmic lipocalin-like zinc-recruitment
PF09224.9	DUF1961	Domain of unknown function (DUF1961)
PF09225.8	Endonuc-PvuII	Restriction endonuclease PvuII
PF09226.9	Endonuc-HincII	Restriction endonuclease HincII
PF09227.8	DUF1962	Domain of unknown function (DUF1962)
PF09228.8	Prok-TraM	Prokaryotic Transcriptional repressor TraM
PF09229.9	Aha1_N	Activator of Hsp90 ATPase, N-terminal
PF09230.8	DFF40	DNA fragmentation factor 40 kDa
PF09231.8	RDV-p3	Rice dwarf virus p3
PF09232.8	Caenor_Her-1	Caenorhabditis elegans Her-1
PF09233.9	Endonuc-EcoRV	Restriction endonuclease EcoRV
PF09234.8	DUF1963	Domain of unknown function (DUF1963)
PF09235.8	Ste50p-SAM	Ste50p, sterile alpha motif
PF09236.8	AHSP	Alpha-haemoglobin stabilising protein
PF09237.9	GAGA	GAGA factor
PF09238.8	IL4Ra_N	Interleukin-4 receptor alpha chain, N-terminal
PF09239.9	Topo-VIb_trans	Topoisomerase VI B subunit, transducer
PF09240.8	IL6Ra-bind	Interleukin-6 receptor alpha chain, binding
PF09241.8	Herp-Cyclin	Herpesviridae viral cyclin
PF09242.9	FCSD-flav_bind	Flavocytochrome c sulphide dehydrogenase, flavin-binding
PF09243.8	Rsm22	Mitochondrial small ribosomal subunit Rsm22
PF09244.8	DUF1964	Domain of unknown function (DUF1964)
PF09245.8	MA-Mit	Mycoplasma arthritidis-derived mitogen
PF09246.8	PHAT	PHAT
PF09247.9	TBP-binding	TATA box-binding protein binding
PF09248.8	DUF1965	Domain of unknown function (DUF1965)
PF09249.9	tRNA_NucTransf2	tRNA nucleotidyltransferase, second domain
PF09250.9	Prim-Pol	Bifunctional DNA primase/polymerase, N-terminal
PF09251.8	PhageP22-tail	Salmonella phage P22 tail-spike
PF09252.8	Feld-I_B	Allergen Fel d I-B chain
PF09253.8	Ole-e-6	Pollen allergen ole e 6
PF09254.9	Endonuc-FokI_C	Restriction endonuclease FokI, C terminal
PF09255.8	Antig_Caf1	Caf1 Capsule antigen
PF09256.8	BaffR-Tall_bind	BAFF-R, TALL-1 binding
PF09257.8	BCMA-Tall_bind	BCMA, TALL-1 binding
PF09258.8	Glyco_transf_64	Glycosyl transferase family 64 domain
PF09259.9	Fve	Fungal immunomodulatory protein Fve
PF09260.9	DUF1966	Domain of unknown function (DUF1966)
PF09261.9	Alpha-mann_mid	Alpha mannosidase middle domain
PF09262.9	PEX-1N	Peroxisome biogenesis factor 1, N-terminal
PF09263.8	PEX-2N	Peroxisome biogenesis factor 1, N-terminal
PF09264.8	Sial-lect-inser	Vibrio cholerae sialidase, lectin insertion
PF09265.8	Cytokin-bind	Cytokinin dehydrogenase 1, FAD and cytokinin binding
PF09266.8	VirDNA-topo-I_N	Viral DNA topoisomerase I, N-terminal
