jgi_spid	GOLD_BIOSAMPLE_ID	LATITUDE	LONGITUDE	ECOSYSTEM	ECOSYSTEM_CATEGORY	ECOSYSTEM_TYPE	HABITAT	GOLD_STUDY_ID	STUDY_NAME	ANALYSIS_PROJECT_TYPE	ANALYSIS_PROJECT_NAME_FULL	ANTHROPOGENIC_PERTURBATION_1	ANTHROPOGENIC_PERTURBATION_2	GEOTHERMAL_ENVIRONMENT	HYDROCARBON_ENVIRONMENT	EUKARYOTIC	VIRAL	DESCRIPTION	EMPO_1	EMPO_2	EMPO_3
1035366	Gb0088316	46.0072	-89.6063	Environmental	Aquatic	Freshwater	Freshwater	Gs0110170	Freshwater microbial communities from Crystal Bog lake; Wisconsin; USA	Metagenome Analysis	Freshwater microbial communities from Crystal Bog; Wisconsin; USA - CBH12Aug08 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Water (non-saline)
1035369	Gb0088317	46.0072	-89.6063	Environmental	Aquatic	Freshwater	Freshwater	Gs0110170	Freshwater microbial communities from Crystal Bog lake; Wisconsin; USA	Metagenome Analysis	Freshwater microbial communities from Crystal Bog; Wisconsin; USA - CBH01Aug08 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Water (non-saline)
1035375	Gb0088319	46.0072	-89.6063	Environmental	Aquatic	Freshwater	Freshwater	Gs0110170	Freshwater microbial communities from Crystal Bog lake; Wisconsin; USA	Metagenome Analysis	Freshwater microbial communities from Crystal Bog; Wisconsin; USA - CBH10Oct08 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Water (non-saline)
1035378	Gb0088320	46.0072	-89.6063	Environmental	Aquatic	Freshwater	Freshwater	Gs0110170	Freshwater microbial communities from Crystal Bog lake; Wisconsin; USA	Metagenome Analysis	Freshwater microbial communities from Crystal Bog; Wisconsin; USA - CBH08Aug08 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Water (non-saline)
1035381	Gb0088321	46.0072	-89.6063	Environmental	Aquatic	Freshwater	Freshwater	Gs0110170	Freshwater microbial communities from Crystal Bog lake; Wisconsin; USA	Metagenome Analysis	Freshwater microbial communities from Crystal Bog; Wisconsin; USA - CBH27Jul07 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Water (non-saline)
1035384	Gb0088322	46.0072	-89.6063	Environmental	Aquatic	Freshwater	Freshwater	Gs0110170	Freshwater microbial communities from Crystal Bog lake; Wisconsin; USA	Metagenome Analysis	Freshwater microbial communities from Crystal Bog; Wisconsin; USA - CBH15Jul08 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Water (non-saline)
1035387	Gb0088323	46.0072	-89.6063	Environmental	Aquatic	Freshwater	Freshwater	Gs0110170	Freshwater microbial communities from Crystal Bog lake; Wisconsin; USA	Metagenome Analysis	Freshwater microbial communities from Crystal Bog; Wisconsin; USA - CBH22Jun08 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Water (non-saline)
1035390	Gb0088324	46.0072	-89.6063	Environmental	Aquatic	Freshwater	Freshwater	Gs0110170	Freshwater microbial communities from Crystal Bog lake; Wisconsin; USA	Metagenome Analysis	Freshwater microbial communities from Crystal Bog; Wisconsin; USA - CBH20Aug07 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Water (non-saline)
1035393	Gb0088325	46.0072	-89.6063	Environmental	Aquatic	Freshwater	Freshwater	Gs0110170	Freshwater microbial communities from Crystal Bog lake; Wisconsin; USA	Metagenome Analysis	Freshwater microbial communities from Crystal Bog; Wisconsin; USA - CBH10Sep07 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Water (non-saline)
1035399	Gb0088327	46.0072	-89.6063	Environmental	Aquatic	Freshwater	Freshwater	Gs0110170	Freshwater microbial communities from Crystal Bog lake; Wisconsin; USA	Metagenome Analysis	Freshwater microbial communities from Crystal Bog; Wisconsin; USA - CBH27Jul09 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Water (non-saline)
1035402	Gb0088328	46.0072	-89.6063	Environmental	Aquatic	Freshwater	Freshwater	Gs0110170	Freshwater microbial communities from Crystal Bog lake; Wisconsin; USA	Metagenome Analysis	Freshwater microbial communities from Crystal Bog; Wisconsin; USA - CBH18Jul07 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Water (non-saline)
1035405	Gb0088329	46.0072	-89.6063	Environmental	Aquatic	Freshwater	Freshwater	Gs0110170	Freshwater microbial communities from Crystal Bog lake; Wisconsin; USA	Metagenome Analysis	Freshwater microbial communities from Crystal Bog; Wisconsin; USA - CBH25Aug08 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Water (non-saline)
1035408	Gb0088330	46.0072	-89.6063	Environmental	Aquatic	Freshwater	Freshwater	Gs0110170	Freshwater microbial communities from Crystal Bog lake; Wisconsin; USA	Metagenome Analysis	Freshwater microbial communities from Crystal Bog; Wisconsin; USA - CBH29May08 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Water (non-saline)
1035411	Gb0088331	46.0072	-89.6063	Environmental	Aquatic	Freshwater	Freshwater	Gs0110170	Freshwater microbial communities from Crystal Bog lake; Wisconsin; USA	Metagenome Analysis	Freshwater microbial communities from Crystal Bog; Wisconsin; USA - CBH03Jun09 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Water (non-saline)
1035414	Gb0088332	46.0072	-89.6063	Environmental	Aquatic	Freshwater	Freshwater	Gs0110170	Freshwater microbial communities from Crystal Bog lake; Wisconsin; USA	Metagenome Analysis	Freshwater microbial communities from Crystal Bog; Wisconsin; USA - CBH04Jul08 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Water (non-saline)
1035417	Gb0088333	46.0072	-89.6063	Environmental	Aquatic	Freshwater	Freshwater	Gs0110170	Freshwater microbial communities from Crystal Bog lake; Wisconsin; USA	Metagenome Analysis	Freshwater microbial communities from Crystal Bog; Wisconsin; USA - CBH08Jun09 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Water (non-saline)
1035420	Gb0088334	46.0072	-89.6063	Environmental	Aquatic	Freshwater	Freshwater	Gs0110170	Freshwater microbial communities from Crystal Bog lake; Wisconsin; USA	Metagenome Analysis	Freshwater microbial communities from Crystal Bog; Wisconsin; USA - CBH29Jul08 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Water (non-saline)
1035423	Gb0088335	46.0072	-89.6063	Environmental	Aquatic	Freshwater	Freshwater	Gs0110170	Freshwater microbial communities from Crystal Bog lake; Wisconsin; USA	Metagenome Analysis	Freshwater microbial communities from Crystal Bog; Wisconsin; USA - CBH26May08 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Water (non-saline)
1035426	Gb0088336	46.0072	-89.6063	Environmental	Aquatic	Freshwater	Freshwater	Gs0110170	Freshwater microbial communities from Crystal Bog lake; Wisconsin; USA	Metagenome Analysis	Freshwater microbial communities from Crystal Bog; Wisconsin; USA - CBH22May08 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Water (non-saline)
1035429	Gb0088337	46.0072	-89.6063	Environmental	Aquatic	Freshwater	Freshwater	Gs0110170	Freshwater microbial communities from Crystal Bog lake; Wisconsin; USA	Metagenome Analysis	Freshwater microbial communities from Crystal Bog; Wisconsin; USA - CBH18Aug09 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Water (non-saline)
1035432	Gb0088338	46.0072	-89.6063	Environmental	Aquatic	Freshwater	Freshwater	Gs0110170	Freshwater microbial communities from Crystal Bog lake; Wisconsin; USA	Metagenome Analysis	Freshwater microbial communities from Crystal Bog; Wisconsin; USA - CBH24Aug09 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Water (non-saline)
1035435	Gb0088339	46.0072	-89.6063	Environmental	Aquatic	Freshwater	Freshwater	Gs0110170	Freshwater microbial communities from Crystal Bog lake; Wisconsin; USA	Metagenome Analysis	Freshwater microbial communities from Crystal Bog; Wisconsin; USA - CBH12Jul09 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Water (non-saline)
1035438	Gb0088340	46.0072	-89.6063	Environmental	Aquatic	Freshwater	Freshwater	Gs0110170	Freshwater microbial communities from Crystal Bog lake; Wisconsin; USA	Metagenome Analysis	Freshwater microbial communities from Crystal Bog; Wisconsin; USA - CBH23Jun09 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Water (non-saline)
1035441	Gb0088341	46.0072	-89.6063	Environmental	Aquatic	Freshwater	Freshwater	Gs0110170	Freshwater microbial communities from Crystal Bog lake; Wisconsin; USA	Metagenome Analysis	Freshwater microbial communities from Crystal Bog; Wisconsin; USA - CBH15Jun09 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Water (non-saline)
1035444	Gb0088342	46.0072	-89.6063	Environmental	Aquatic	Freshwater	Freshwater	Gs0110170	Freshwater microbial communities from Crystal Bog lake; Wisconsin; USA	Metagenome Analysis	Freshwater microbial communities from Crystal Bog; Wisconsin; USA - CBH29Jun09 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Water (non-saline)
1035447	Gb0088343	46.0072	-89.6063	Environmental	Aquatic	Freshwater	Freshwater	Gs0110170	Freshwater microbial communities from Crystal Bog lake; Wisconsin; USA	Metagenome Analysis	Freshwater microbial communities from Crystal Bog; Wisconsin; USA - CBH12Aug09 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Water (non-saline)
1035450	Gb0088344	46.0072	-89.6063	Environmental	Aquatic	Freshwater	Freshwater	Gs0110170	Freshwater microbial communities from Crystal Bog lake; Wisconsin; USA	Metagenome Analysis	Freshwater microbial communities from Crystal Bog; Wisconsin; USA - CBH12Aug09.1 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Water (non-saline)
1036014	Gb0088371	-37.9983	-44.9998	Environmental	Aquatic	Marine	Marine	Gs0110176	Marine microbial communities from the Southern Atlantic Ocean affecting the dissolved organic carbon pool	Metagenome Analysis	Marine microbial communities from the Southern Atlantic Ocean; analyzing organic carbon cycling - 250m_A/KNORR_S2/LV (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Knorr DEEP DOM cruise	Free-living	Saline	Water (saline)
1036017	Gb0088372	-37.9831	-44.9892	Environmental	Aquatic	Marine	Marine	Gs0110176	Marine microbial communities from the Southern Atlantic Ocean affecting the dissolved organic carbon pool	Metagenome Analysis	Marine microbial communities from the Southern Atlantic Ocean; analyzing organic carbon cycling - AAIW_A/KNORR_S2/LV (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Knorr DEEP DOM cruise	Free-living	Saline	Water (saline)
1036020	Gb0088373	-37.9728	-44.9905	Environmental	Aquatic	Marine	Marine	Gs0110176	Marine microbial communities from the Southern Atlantic Ocean affecting the dissolved organic carbon pool	Metagenome Analysis	Marine microbial communities from the Southern Atlantic Ocean; analyzing organic carbon cycling - Bottom_A/KNORR_S2/LV (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Knorr DEEP DOM cruise	Free-living	Saline	Water (saline)
1036023	Gb0088374	-37.9951	-44.9972	Environmental	Aquatic	Marine	Marine	Gs0110176	Marine microbial communities from the Southern Atlantic Ocean affecting the dissolved organic carbon pool	Metagenome Analysis	Marine microbial communities from the Southern Atlantic Ocean; analyzing organic carbon cycling - DCM_A/KNORR_S2/LV (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Knorr DEEP DOM cruise	Free-living	Saline	Water (saline)
1036026	Gb0088375	-37.9728	-44.9905	Environmental	Aquatic	Marine	Marine	Gs0110176	Marine microbial communities from the Southern Atlantic Ocean affecting the dissolved organic carbon pool	Metagenome Analysis	Marine microbial communities from the Southern Atlantic Ocean; analyzing organic carbon cycling - NADW_A/KNORR_S2/LV (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Knorr DEEP DOM cruise	Free-living	Saline	Water (saline)
1036029	Gb0088376	-38.0018	-44.9985	Environmental	Aquatic	Marine	Marine	Gs0110176	Marine microbial communities from the Southern Atlantic Ocean affecting the dissolved organic carbon pool	Metagenome Analysis	Marine microbial communities from the Southern Atlantic Ocean; analyzing organic carbon cycling - Surface_A/KNORR_S2/LV (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Knorr DEEP DOM cruise	Free-living	Saline	Water (saline)
1036233	Gb0088361	38.5402	-121.75	Engineered	Lab enrichment	Defined media	Ionic liquid and high solid enriched	Gs0110114	Ionic liquid and high solid enriched microbial communities from the Joint BioEnergy Institute; California; USA	Metagenome Analysis	High solid enriched microbial communities from the Joint BioEnergy Institute; USA - SP1-1-D (SPAdes)	perturbed	experimental manipulation	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Soil (non-saline)
1036236	Gb0088362	38.5402	-121.75	Engineered	Lab enrichment	Defined media	Ionic liquid and high solid enriched	Gs0110114	Ionic liquid and high solid enriched microbial communities from the Joint BioEnergy Institute; California; USA	Metagenome Analysis	High solid enriched microbial communities from the Joint BioEnergy Institute; USA - SP1-2-D (SPAdes)	perturbed	experimental manipulation	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Soil (non-saline)
1036239	Gb0088363	38.5402	-121.75	Engineered	Lab enrichment	Defined media	Ionic liquid and high solid enriched	Gs0110114	Ionic liquid and high solid enriched microbial communities from the Joint BioEnergy Institute; California; USA	Metagenome Analysis	High solid enriched microbial communities from the Joint BioEnergy Institute; USA - SP1-3-D (SPAdes)	perturbed	experimental manipulation	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Soil (non-saline)
1036242	Gb0088364	38.5402	-121.75	Engineered	Lab enrichment	Defined media	Ionic liquid and high solid enriched	Gs0110114	Ionic liquid and high solid enriched microbial communities from the Joint BioEnergy Institute; California; USA	Metagenome Analysis	High solid enriched microbial communities from the Joint BioEnergy Institute; USA - SP1-4-D (SPAdes)	perturbed	experimental manipulation	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Soil (non-saline)
1036245	Gb0088365	38.5402	-121.75	Engineered	Lab enrichment	Defined media	Ionic liquid and high solid enriched	Gs0110114	Ionic liquid and high solid enriched microbial communities from the Joint BioEnergy Institute; California; USA	Metagenome Analysis	High solid enriched microbial communities from the Joint BioEnergy Institute; USA - SP1-5-D (SPAdes)	perturbed	experimental manipulation	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Soil (non-saline)
1036248	Gb0088366	38.5402	-121.75	Engineered	Lab enrichment	Defined media	Ionic liquid and high solid enriched	Gs0110114	Ionic liquid and high solid enriched microbial communities from the Joint BioEnergy Institute; California; USA	Metagenome Analysis	High solid enriched microbial communities from the Joint BioEnergy Institute; USA - SP1-6-D (SPAdes)	perturbed	experimental manipulation	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Soil (non-saline)
1036251	Gb0088367	38.5402	-121.75	Engineered	Lab enrichment	Defined media	Ionic liquid and high solid enriched	Gs0110114	Ionic liquid and high solid enriched microbial communities from the Joint BioEnergy Institute; California; USA	Metagenome Analysis	High solid enriched microbial communities from the Joint BioEnergy Institute; USA - SP1-7-D (SPAdes)	perturbed	experimental manipulation	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Soil (non-saline)
1036254	Gb0088368	38.5402	-121.75	Engineered	Lab enrichment	Defined media	Ionic liquid and high solid enriched	Gs0110114	Ionic liquid and high solid enriched microbial communities from the Joint BioEnergy Institute; California; USA	Metagenome Analysis	High solid enriched microbial communities from the Joint BioEnergy Institute; USA - SP1-8-D (SPAdes)	perturbed	experimental manipulation	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Soil (non-saline)
1036257	Gb0088369	38.5402	-121.75	Engineered	Lab enrichment	Defined media	Ionic liquid and high solid enriched	Gs0110114	Ionic liquid and high solid enriched microbial communities from the Joint BioEnergy Institute; California; USA	Metagenome Analysis	High solid enriched microbial communities from the Joint BioEnergy Institute; USA - SP1-9-D (SPAdes)	perturbed	experimental manipulation	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Soil (non-saline)
1037362	Gb0088401	48.6	-123.5	Environmental	Aquatic	Marine	Marine	Gs0046785	Marine microbial communities from expanding oxygen minimum zones in the northeastern subarctic Pacific Ocean	Metagenome Analysis	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - ESP_59LU_5_DNA (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Marine	Free-living	Saline	Water (saline)
1037365	Gb0088402	48.6	-123.5	Environmental	Aquatic	Marine	Marine	Gs0046785	Marine microbial communities from expanding oxygen minimum zones in the northeastern subarctic Pacific Ocean	Metagenome Analysis	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - ESP_90LU_22_DNA (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Saline	Water (saline)
1037368	Gb0088403	48.6	-123.5	Environmental	Aquatic	Marine	Marine	Gs0046785	Marine microbial communities from expanding oxygen minimum zones in the northeastern subarctic Pacific Ocean	Metagenome Analysis	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - ESP_74LU_5_DNA (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Saline	Water (saline)
1037371	Gb0088404	48.6	-123.5	Environmental	Aquatic	Marine	Marine	Gs0046785	Marine microbial communities from expanding oxygen minimum zones in the northeastern subarctic Pacific Ocean	Metagenome Analysis	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - ESP_105LU_22_DNA (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Saline	Water (saline)
1037374	Gb0088405	48.6	-123.5	Environmental	Aquatic	Marine	Marine	Gs0046785	Marine microbial communities from expanding oxygen minimum zones in the northeastern subarctic Pacific Ocean	Metagenome Analysis	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - ESP_85LU_5_DNA (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Saline	Water (saline)
1037377	Gb0088406	48.6	-123.5	Environmental	Aquatic	Marine	Marine	Gs0046785	Marine microbial communities from expanding oxygen minimum zones in the northeastern subarctic Pacific Ocean	Metagenome Analysis	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - ESP_116LU_22_DNA (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Saline	Water (saline)
1037380	Gb0088407	48.6	-123.5	Environmental	Aquatic	Marine	Marine	Gs0046785	Marine microbial communities from expanding oxygen minimum zones in the northeastern subarctic Pacific Ocean	Metagenome Analysis	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - ESP_125SG_5_DNA (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Saline	Water (saline)
1037383	Gb0088408	48.6	-123.5	Environmental	Aquatic	Marine	Marine	Gs0046785	Marine microbial communities from expanding oxygen minimum zones in the northeastern subarctic Pacific Ocean	Metagenome Analysis	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - ESP_153SG_22_DNA (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Saline	Water (saline)
1037389	Gb0088410	48.6	-123.5	Environmental	Aquatic	Marine	Marine	Gs0046785	Marine microbial communities from expanding oxygen minimum zones in the northeastern subarctic Pacific Ocean	Metagenome Analysis	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - ESP_161SG_22_DNA (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Saline	Water (saline)
1038515	Gb0089017	36.25	-122.2099	Environmental	Aquatic	Marine	Marine	Gs0099541	Marine archaeal communities from Monterey Bay; CA; that are ammonia-oxidizing	Metagenome Analysis	Ammonia-oxidizing marine microbial communities from Monterey Bay; California; USA - CAN11_04_M0_20 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Saline	Water (saline)
1038518	Gb0089018	36.25	-122.2099	Environmental	Aquatic	Marine	Marine	Gs0099541	Marine archaeal communities from Monterey Bay; CA; that are ammonia-oxidizing	Metagenome Analysis	Ammonia-oxidizing marine microbial communities from Monterey Bay; California; USA - CAN11_08_M0_20 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Ammonia oxidizing archaea	Free-living	Saline	Water (saline)
1038521	Gb0089019	36.25	-122.2099	Environmental	Aquatic	Marine	Marine	Gs0099541	Marine archaeal communities from Monterey Bay; CA; that are ammonia-oxidizing	Metagenome Analysis	Ammonia-oxidizing marine microbial communities from Monterey Bay; California; USA - CAN11_17_M020 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	ammonia oxidizing archaea	Free-living	Saline	Water (saline)
1038524	Gb0089020	36.25	-122.2099	Environmental	Aquatic	Marine	Marine	Gs0099541	Marine archaeal communities from Monterey Bay; CA; that are ammonia-oxidizing	Metagenome Analysis	Ammonia-oxidizing marine microbial communities from Monterey Bay; California; USA - CAN11_18_M0_10 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Ammonia oxidizing archaea	Free-living	Saline	Water (saline)
1038527	Gb0089021	36.25	-122.2099	Environmental	Aquatic	Marine	Marine	Gs0099541	Marine archaeal communities from Monterey Bay; CA; that are ammonia-oxidizing	Metagenome Analysis	Ammonia-oxidizing marine microbial communities from Monterey Bay; California; USA - CAN11_07_M0_10 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Ammonia oxidizing archaea	Free-living	Saline	Water (saline)
1038530	Gb0089022	36.25	-122.2099	Environmental	Aquatic	Marine	Marine	Gs0099541	Marine archaeal communities from Monterey Bay; CA; that are ammonia-oxidizing	Metagenome Analysis	Ammonia-oxidizing marine microbial communities from Monterey Bay; California; USA - CAN11_03_M0_10 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Ammonia-oxidizing archaea	Free-living	Saline	Water (saline)
1038533	Gb0089023	36.25	-122.2099	Environmental	Aquatic	Marine	Marine	Gs0099541	Marine archaeal communities from Monterey Bay; CA; that are ammonia-oxidizing	Metagenome Analysis	Ammonia-oxidizing marine microbial communities from Monterey Bay; California; USA - CAN11_48_BLW_10 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Ammonia oxidizing archaea	Free-living	Saline	Water (saline)
1038536	Gb0089024	36.25	-122.2099	Environmental	Aquatic	Marine	Marine	Gs0099541	Marine archaeal communities from Monterey Bay; CA; that are ammonia-oxidizing	Metagenome Analysis	Ammonia-oxidizing marine microbial communities from Monterey Bay; California; USA - CAN11_66_BLW_10 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Ammonia oxidizing archaea	Free-living	Saline	Water (saline)
1038539	Gb0089025	36.25	-122.2099	Environmental	Aquatic	Marine	Marine	Gs0099541	Marine archaeal communities from Monterey Bay; CA; that are ammonia-oxidizing	Metagenome Analysis	Ammonia-oxidizing marine microbial communities from Monterey Bay; California; USA - CAN11_54_BLW_10 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Ammonia oxidizing archaea	Free-living	Saline	Water (saline)
1038542	Gb0089067	37.931388	-122.021761	Host-associated	Plants	Rhizoplane	Arabidopsis thaliana rhizosphere	Gs0110179	Arabidopsis thaliana rhizosphere microbial communities from the Joint Genome Institute; USA; that affect carbon cycling	Metagenome Analysis	Arabidopsis thaliana rhizosphere microbial communities from the Joint Genome Institute; USA; that affect carbon cycling - Rhizosphere soil Co-N PM (SPAdes)	perturbed	experimental manipulation	FALSE	FALSE	FALSE	FALSE	na	Host-associated	Plant	Plant rhizosphere
1038545	Gb0089068	37.931388	-122.021761	Host-associated	Plants	Rhizoplane	Arabidopsis thaliana rhizosphere	Gs0110179	Arabidopsis thaliana rhizosphere microbial communities from the Joint Genome Institute; USA; that affect carbon cycling	Metagenome Analysis	Arabidopsis thaliana rhizosphere microbial communities from the Joint Genome Institute; USA; that affect carbon cycling - Endophyte Co-N S PM (SPAdes)	perturbed	experimental manipulation	FALSE	FALSE	FALSE	FALSE	na	Host-associated	Plant	Plant rhizosphere
1038548	Gb0089069	37.931388	-122.021761	Host-associated	Plants	Rhizoplane	Arabidopsis thaliana rhizosphere	Gs0110179	Arabidopsis thaliana rhizosphere microbial communities from the Joint Genome Institute; USA; that affect carbon cycling	Metagenome Analysis	Arabidopsis thaliana rhizosphere microbial communities from the Joint Genome Institute; USA; that affect carbon cycling - Inoculated plant Co AM (SPAdes)	perturbed	experimental manipulation	FALSE	FALSE	FALSE	FALSE	na	Host-associated	Plant	Plant rhizosphere
1038551	Gb0089070	37.931388	-122.021761	Host-associated	Plants	Rhizoplane	Arabidopsis thaliana rhizosphere	Gs0110179	Arabidopsis thaliana rhizosphere microbial communities from the Joint Genome Institute; USA; that affect carbon cycling	Metagenome Analysis	Arabidopsis thaliana rhizosphere microbial communities from the Joint Genome Institute; USA; that affect carbon cycling - Inoculated plant M1 AM (SPAdes)	perturbed	experimental manipulation	FALSE	FALSE	FALSE	FALSE	na	Host-associated	Plant	Plant rhizosphere
1038554	Gb0089071	37.931388	-122.021761	Host-associated	Plants	Rhizoplane	Arabidopsis thaliana rhizosphere	Gs0110179	Arabidopsis thaliana rhizosphere microbial communities from the Joint Genome Institute; USA; that affect carbon cycling	Metagenome Analysis	Arabidopsis thaliana rhizosphere microbial communities from the Joint Genome Institute; USA; that affect carbon cycling - Inoculated plant M2 AM (SPAdes)	perturbed	experimental manipulation	FALSE	FALSE	FALSE	FALSE	na	Host-associated	Plant	Plant rhizosphere
1038557	Gb0089072	37.931388	-122.021761	Host-associated	Plants	Rhizoplane	Arabidopsis thaliana rhizosphere	Gs0110179	Arabidopsis thaliana rhizosphere microbial communities from the Joint Genome Institute; USA; that affect carbon cycling	Metagenome Analysis	Arabidopsis thaliana rhizosphere microbial communities from the Joint Genome Institute; USA; that affect carbon cycling - Inoculated plant M3 AM (SPAdes)	perturbed	experimental manipulation	FALSE	FALSE	FALSE	FALSE	na	Host-associated	Plant	Plant rhizosphere
